model,clip,ground_truth,hypothesis,wer,latency_s
tiny.en,1988-24833-0009,sometimes schools do let kids take a lot of soft courses and then they're out on a limb later huh,Sometimes schools do let kids take a lot of soft courses and then they're out on a limb later. Huh,0.0000,0.0467
tiny.en,6313-66129-0032,why don't you move the pony,Why don't you move the pony?,0.0000,0.0279
tiny.en,3752-4944-0050,you're a dismissed officer of the government sir,"You're a dismissed officer of the government, sir.",0.0000,0.0317
tiny.en,1272-128104-0010,near the fire and the ornaments fred brought home from india on the mantel board,"near the fire, and the ornaments Fred brought home from India on the mental board.",0.0667,0.0423
tiny.en,6345-93306-0011,is it only that you're poor why that's nothing i'm poor too she laughed,"This is only that you're poor. Well, that's nothing. I'm poor too. She laughed",0.2143,0.0446
tiny.en,3081-166546-0076,what made the difference,What made the difference?,0.0000,0.0243
tiny.en,7850-73752-0008,four and twenty hours ago and he deemed himself the most miserable and forlorn of human beings and now all the blessings of the world seemed showered at his feet,"4 and 20 hours ago, and he deemed himself the most miserable and forlorn of human beings. And now all the blessings of the world seem showered at his feet.",0.1000,0.1117
tiny.en,251-137823-0011,the young inventor had just noticed his friend lying pinned beneath a heavy beam nearby,The young inventor had just noticed his friend lying pin beneath a heavy beam nearby.,0.0667,0.0917
tiny.en,2277-149874-0007,the floors were covered with matting and the hall laid with a thin rag carpet,The floors were covered with matting and the hall laid with a thin rag carpet.,0.0000,0.0652
tiny.en,6345-93302-0027,at the corner he remembered that he had gone away without paying for the tea and his natural impulse was to go back and remedy that error,"At the corner he remembered that he had gone away without paying for the tea, and his natural impulse was to go back and remedy that error.",0.0000,0.0596
tiny.en,3853-163249-0013,to no home in the land did the great trouble bring a more sudden change than the little cottage in the lane,To know home in the land did the great trouble bring a more sudden change than the little cottage in the lane.,0.0455,0.0509
tiny.en,3752-4944-0053,show mister north out he said and go down to the barracks and tell troke that kirkland is to have a hundred lashes to morrow,"Sheomas, nor the out, he said, and go down to the barracks until Troke, that Kirkland is to have a hundred lashes tomorrow.",0.2800,0.0833
tiny.en,251-136532-0006,tony's found the martians,Toadies found the Martians.,0.2500,0.0277
tiny.en,2412-153947-0000,preface to second edition,Preface to the second edition.,0.2500,0.0435
tiny.en,3752-4944-0015,well now said meekin with asperity i don't agree with you,"Well now, said Meakin' with the Spiritie. I don't agree with you.",0.2727,0.0952
tiny.en,3536-23268-0016,miss woodley obediently sat down and though her thoughts and heart were in the chamber of her friend she never marked by one impertinent word or by one line of her face the restraint she suffered,"Miss Woodley obediently sat down, and though her thoughts and heart were in the chamber of her friend, she never marked by one important word or by one line of her face the restraint she suffered.",0.0278,0.1979
tiny.en,6319-64726-0003,it is true i cannot entirely undo what my elder has done,It is true I cannot entirely undo what my elder has done.,0.0000,0.0687
tiny.en,1462-170138-0010,when she began to dance by way of showing the gossoons what she had seen in the fairy rings at night the house broke into a prolonged uproar,"When she began to dance by way of showing the gossoons which she had seen in the fairy rings at night, the house broke into a prolonged uproar.",0.0357,0.0916
tiny.en,6241-61943-0005,the fact is the castle is much later than the time of the heroic prince of denmark,"The fact is, the castle is much later than the time of the heroic Prince of Denmark.",0.0000,0.0452
tiny.en,2902-9006-0011,and the new blood at the era of this story was at hand,And the new blood at the era of this story was at hand.,0.0000,0.0376
tiny.en,5536-43363-0016,there are many trustworthy men and men of christian faith to vouch for these and similar events occurring as foretold,There are many trustworthy men and men of Christian faith to vouch for these in similar events occurring as foretold.,0.0500,0.0944
tiny.en,1673-143396-0011,a foetus that could increase from an invisible point to its full maturity a child that could attain the stature of perfect manhood without deriving any nourishment from the ordinary sources might continue to exist without repairing a daily waste by a daily supply of external matter,A fetus that could increase from an invisible point to its full maturity. A child that could attain the stature of perfect manhood without deriving any nourishment from the ordinary sources might continue to exist without repairing a daily waste by a daily supply of external matter.,0.0213,0.1076
tiny.en,1993-147149-0011,then the mother lifted up her voice and wept,Then the mother lifted up her voice and wept.,0.0000,0.0345
tiny.en,6241-61946-0009,i should have a violent attack of the cramp if i were not to have some sort of exercise,I should have a violent attack of the cramp if I were not to have some sort of exercise.,0.0000,0.0466
tiny.en,7850-286674-0007,well our lower lips anyway answered the nymph,"Well, our lower lips anyway, answer the nymph.",0.1250,0.0514
tiny.en,8842-302203-0000,and at the first it seemed to me that i saw certain faces of women with their hair loosened which called out to me thou shalt surely die after the which other terrible and unknown appearances said unto me thou art dead,"And at the first it seemed to me that I saw certain faces of women with their hair loosened, which called out to me, they'll shout to Shirley die. After the witch, other terrible and unknown appearances said unto me, that weren't dead.",0.1667,0.1657
tiny.en,251-137823-0010,the sky was visible through several gaping holes in the roof which was sagging dangerously on its supporting trusses,"The sky was visible through several gaping holes in the roof, which was sagging dangerously on its supporting trusses.",0.0000,0.0533
tiny.en,251-136532-0011,now it was burned away at both sides and lay still hot along the edges on the floor of the big office room in front,"Now it was burned away at both sides, and lay still hot along the edges on the floor of the big office room in front.",0.0000,0.0562
